Game_#/Total_Games:winner,result,timestep_score,reason,model_epsilon_value
444/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.010592501192271654
445/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.010486576180348938
446/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.010381710418545449
447/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.010277893314359994
448/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.010175114381216394
449/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01007336323740423
450/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
451/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
452/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
453/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
454/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
455/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
456/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
457/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
458/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
459/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
460/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
461/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
462/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
463/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
464/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
465/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
466/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
467/1000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
468/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
469/1000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
470/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
471/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
472/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
473/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
474/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
475/1000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.009972629605030188
476/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
477/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
478/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
479/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
480/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
481/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
482/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
483/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
484/1000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
485/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
486/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
487/1000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
488/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
489/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
490/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
491/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
492/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
493/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
494/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
495/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
496/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
497/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
498/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
499/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
500/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
501/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
502/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
503/1000:None,1/2-1/2,27,Termination.FIVEFOLD_REPETITION,0.009972629605030188
504/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
505/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
506/1000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.009972629605030188
507/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
508/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
509/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
510/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
511/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
512/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
513/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
514/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
515/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
516/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
517/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
518/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
519/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
520/1000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.009972629605030188
521/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
522/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
523/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
524/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
525/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
526/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
527/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
528/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
529/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
530/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
531/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
532/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
533/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
534/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
535/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
536/1000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.009972629605030188
537/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
538/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
539/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
540/1000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
541/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
542/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
543/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
544/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
545/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
546/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
547/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
548/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
549/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
550/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
551/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
552/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
553/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
554/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
555/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
556/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
557/1000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
558/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
559/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
560/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
561/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
562/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
563/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
564/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
565/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
566/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
567/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
568/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
569/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
570/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
571/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
572/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
573/1000:None,1/2-1/2,23,Termination.FIVEFOLD_REPETITION,0.009972629605030188
574/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
575/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
576/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
577/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
578/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
579/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
580/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
581/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
582/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
583/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
584/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
585/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
586/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
587/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
588/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
589/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
590/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
591/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
592/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
593/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
594/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
595/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
596/1000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
597/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
598/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
599/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
600/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
601/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
602/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
603/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
604/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
605/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
606/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
607/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
608/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
609/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
610/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
611/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
612/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
613/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
614/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
615/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
616/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
617/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
618/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
619/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
620/1000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.009972629605030188
621/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
622/1000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.009972629605030188
623/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
624/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
625/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
626/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
627/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
628/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
629/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
630/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
631/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
632/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
633/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
634/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
635/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
636/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
637/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
638/1000:None,1/2-1/2,23,Termination.FIVEFOLD_REPETITION,0.009972629605030188
639/1000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.009972629605030188
640/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
641/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
642/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
643/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
644/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
645/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
646/1000:None,1/2-1/2,49,Termination.FIVEFOLD_REPETITION,0.009972629605030188
647/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.009972629605030188
648/1000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
649/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
650/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
651/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
652/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
653/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
654/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
655/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
656/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
657/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
658/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
659/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
660/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
661/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
662/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
663/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
664/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
665/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
666/1000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.009972629605030188
667/1000:None,1/2-1/2,27,Termination.FIVEFOLD_REPETITION,0.009972629605030188
668/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
669/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
670/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
671/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
672/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
673/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
674/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
675/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
676/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
677/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
678/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
679/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
680/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
681/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
682/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
683/1000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
684/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
685/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.009972629605030188
686/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
687/1000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.009972629605030188
688/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
689/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
690/1000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
691/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
692/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
693/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
694/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
695/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
696/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
697/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
698/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
699/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
700/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.009972629605030188
701/1000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.01
702/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
703/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
704/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
705/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
706/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
707/1000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.01
708/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
709/1000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.01
710/1000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.01
711/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
712/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
713/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
714/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
715/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
716/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
717/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
718/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
719/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
720/1000:None,1/2-1/2,133,Termination.FIVEFOLD_REPETITION,0.01
721/1000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.01
722/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
723/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
724/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
725/1000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.01
726/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
727/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
728/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
729/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
730/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
731/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
732/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
733/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
734/1000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.01
735/1000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.01
736/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
737/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
738/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
739/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
740/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
741/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
742/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
743/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
744/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
745/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
746/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
747/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
748/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
749/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
750/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
751/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
752/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
753/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
754/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
755/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
756/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
757/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
758/1000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.01
759/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
760/1000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.01
