Game_#/Total_Games:winner,result,timestep_score,reason,model_epsilon_value
1418/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1419/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1420/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1421/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1422/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1423/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1424/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1425/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1426/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1427/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1428/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1429/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1430/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1431/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1432/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1433/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1434/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1435/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1436/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1437/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1438/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1439/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1440/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1441/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1442/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1443/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1444/5000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.00997
1445/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1446/5000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.00997
1447/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1448/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1449/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1450/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1451/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1452/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1453/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1454/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1455/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1456/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1457/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1458/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1459/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1460/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1461/5000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.00997
1462/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1463/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1464/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1465/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1466/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1467/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1468/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1469/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1470/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1471/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1472/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1473/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1474/5000:None,1/2-1/2,107,Termination.FIVEFOLD_REPETITION,0.00997
1475/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1476/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1477/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1478/5000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.00997
1479/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1480/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1481/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1482/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1483/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1484/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1485/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1486/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1487/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1488/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1489/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1490/5000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.00997
1491/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1492/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1493/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1494/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1495/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1496/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1497/5000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.00997
1498/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1499/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1500/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1501/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1502/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1503/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1504/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1505/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1506/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1507/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1508/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1509/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1510/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1511/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1512/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1513/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1514/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1515/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1516/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1517/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1518/5000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.00997
1519/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1520/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1521/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1522/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1523/5000:None,1/2-1/2,52,Termination.FIVEFOLD_REPETITION,0.00997
1524/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1525/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1526/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1527/5000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.00997
1528/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1529/5000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.00997
1530/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1531/5000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.00997
1532/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1533/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1534/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1535/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1536/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1537/5000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.00997
1538/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1539/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1540/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1541/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1542/5000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.00997
1543/5000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.00997
1544/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1545/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1546/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1547/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1548/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1549/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1550/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1551/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1552/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1553/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1554/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1555/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1556/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1557/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1558/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1559/5000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.00997
1560/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1561/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1562/5000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.00997
1563/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1564/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1565/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1566/5000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.00997
1567/5000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.00997
1568/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1569/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1570/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1571/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1572/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1573/5000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.00997
1574/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1575/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1576/5000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.00997
1577/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1578/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1579/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1580/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1581/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1582/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1583/5000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.00997
1584/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1585/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1586/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1587/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1588/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1589/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1590/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1591/5000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.00997
1592/5000:None,1/2-1/2,27,Termination.FIVEFOLD_REPETITION,0.00997
1593/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1594/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1595/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1596/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1597/5000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.00997
1598/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1599/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1600/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1601/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1602/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1603/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1604/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1605/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1606/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1607/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1608/5000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.00997
1609/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1610/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1611/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1612/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1613/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1614/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1615/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1616/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1617/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1618/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1619/5000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.00997
1620/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1621/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1622/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1623/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1624/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1625/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1626/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1627/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1628/5000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.00997
1629/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1630/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1631/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1632/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1633/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1634/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1635/5000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.00997
1636/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1637/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1638/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1639/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1640/5000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.00997
1641/5000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.00997
1642/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1643/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1644/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1645/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1646/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1647/5000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.00997
1648/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1649/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1650/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1651/5000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.00997
1652/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1653/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1654/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1655/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1656/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1657/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1658/5000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.00997
1659/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1660/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1661/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1662/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1663/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1664/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1665/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1666/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1667/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1668/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1669/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1670/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1671/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1672/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1673/5000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.00997
1674/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1675/5000:None,1/2-1/2,59,Termination.FIVEFOLD_REPETITION,0.00997
1676/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1677/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1678/5000:None,1/2-1/2,47,Termination.FIVEFOLD_REPETITION,0.00997
1679/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1680/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1681/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1682/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1683/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1684/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1685/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1686/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1687/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1688/5000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.00997
1689/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1690/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1691/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1692/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1693/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1694/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1695/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1696/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1697/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1698/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1699/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1700/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1701/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1702/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1703/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1704/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1705/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1706/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1707/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1708/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1709/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1710/5000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.00997
1711/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1712/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1713/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1714/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1715/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1716/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1717/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1718/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1719/5000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.00997
1720/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1721/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1722/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1723/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1724/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1725/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1726/5000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.00997
1727/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1728/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1729/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1730/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1731/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1732/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1733/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1734/5000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.00997
1735/5000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.00997
1736/5000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.00997
1737/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1738/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1739/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1740/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1741/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1742/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1743/5000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.00997
1744/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1745/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1746/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1747/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1748/5000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.00997
1749/5000:None,1/2-1/2,58,Termination.FIVEFOLD_REPETITION,0.00997
