Game_#/Total_Games:winner,result,timestep_score,reason,model_epsilon_value
851/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
852/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
853/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
854/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
855/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
856/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
857/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
858/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
859/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.009972629605030188
860/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
861/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
862/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
863/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
864/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
865/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
866/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
867/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
868/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
869/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
870/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
871/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.009972629605030188
872/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
873/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
874/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
875/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
876/10000:None,1/2-1/2,50,Termination.FIVEFOLD_REPETITION,0.009972629605030188
877/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
878/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.009972629605030188
879/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
880/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
881/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
882/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
883/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
884/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
885/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
886/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
887/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
888/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
889/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
890/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
891/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
892/10000:None,1/2-1/2,86,Termination.FIVEFOLD_REPETITION,0.009972629605030188
893/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.009972629605030188
894/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
895/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.009972629605030188
896/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.009972629605030188
897/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
898/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
899/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
900/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
901/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.009972629605030188
902/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
903/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
904/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
905/10000:None,1/2-1/2,47,Termination.FIVEFOLD_REPETITION,0.009972629605030188
906/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
907/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
908/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
909/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
910/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
911/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
912/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
913/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
914/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.009972629605030188
915/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
916/10000:None,1/2-1/2,41,Termination.FIVEFOLD_REPETITION,0.009972629605030188
917/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
918/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
919/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
920/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
921/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
922/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
923/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
924/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
925/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
926/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
927/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.009972629605030188
928/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
929/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
930/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
931/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
932/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
933/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
934/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
935/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
936/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
937/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
938/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
939/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
940/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
941/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
942/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
943/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.009972629605030188
944/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
945/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
946/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
947/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
948/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
949/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
950/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
951/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
952/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.009972629605030188
953/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
954/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
955/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.009972629605030188
956/10000:None,1/2-1/2,53,Termination.FIVEFOLD_REPETITION,0.009972629605030188
957/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
958/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
959/10000:None,1/2-1/2,41,Termination.FIVEFOLD_REPETITION,0.009972629605030188
960/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
961/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
962/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
963/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
964/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
965/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
966/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
967/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
968/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
969/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
970/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
971/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
972/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
973/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
974/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
975/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.009972629605030188
976/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
977/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
978/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
979/10000:None,1/2-1/2,68,Termination.FIVEFOLD_REPETITION,0.009972629605030188
980/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
981/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
982/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
983/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
984/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.009972629605030188
985/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.009972629605030188
986/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
987/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
988/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
989/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
990/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
991/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
992/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
993/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
994/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
995/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
996/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
997/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
998/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
999/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1000/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1001/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1002/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1003/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1004/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1005/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1006/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1007/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1008/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1009/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1010/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1011/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1012/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1013/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1014/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1015/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1016/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1017/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1018/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1019/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1020/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1021/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1022/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1023/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1024/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1025/10000:None,1/2-1/2,58,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1026/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1027/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1028/10000:None,1/2-1/2,81,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1029/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1030/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1031/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1032/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1033/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1034/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1035/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1036/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1037/10000:None,1/2-1/2,27,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1038/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1039/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1040/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1041/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1042/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1043/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1044/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1045/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1046/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1047/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1048/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1049/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1050/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1051/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1052/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1053/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1054/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1055/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1056/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1057/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1058/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1059/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1060/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1061/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1062/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1063/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1064/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1065/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1066/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1067/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1068/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1069/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1070/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1071/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1072/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1073/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1074/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1075/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1076/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1077/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1078/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1079/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1080/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1081/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1082/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1083/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1084/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1085/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1086/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1087/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1088/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1089/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1090/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1091/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1092/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1093/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1094/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1095/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1096/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1097/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1098/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1099/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1100/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1101/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1102/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1103/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1104/10000:None,1/2-1/2,108,Termination.FIVEFOLD_REPETITION,0.00997262960503018
1105/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1106/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1107/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1108/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1109/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1110/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1111/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1112/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1113/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1114/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1115/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1116/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1117/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1118/10000:None,1/2-1/2,47,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1119/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1120/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1121/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1122/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1123/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1124/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1125/10000:None,1/2-1/2,75,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1126/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1127/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1128/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1129/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1130/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1131/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1132/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1133/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1134/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1135/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1136/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1137/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1138/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1139/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1140/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1141/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1142/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1143/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1144/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1145/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1146/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1147/10000:None,1/2-1/2,47,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1148/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1149/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1150/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1151/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1152/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1153/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1154/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1155/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
1156/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.009972629605030188
