Game_#/Total_Games:winner,result,timestep_score,reason,model_epsilon_value
139/10000:white,1-0,100,Termination.CHECKMATE,0.22485335081260746
140/10000:None,1/2-1/2,88,Termination.FIVEFOLD_REPETITION,0.2226048173044814
141/10000:white,1-0,52,Termination.CHECKMATE,0.22037876913143659
143/10000:None,1/2-1/2,54,Termination.FIVEFOLD_REPETITION,0.21599323162572098
145/10000:None,1/2-1/2,103,Termination.FIVEFOLD_REPETITION,0.21169496631636914
147/10000:white,1-0,60,Termination.CHECKMATE,0.20748223648667338
148/10000:None,1/2-1/2,25,Termination.FIVEFOLD_REPETITION,0.20540741412180666
149/10000:None,1/2-1/2,73,Termination.FIVEFOLD_REPETITION,0.20335333998058858
150/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.2013198065807827
153/10000:None,1/2-1/2,27,Termination.FIVEFOLD_REPETITION,0.19534040700552685
155/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.19145313290611687
157/10000:None,1/2-1/2,144,Termination.FIVEFOLD_REPETITION,0.18764321556128516
158/10000:None,1/2-1/2,220,Termination.FIVEFOLD_REPETITION,0.1857667834056723
159/10000:None,1/2-1/2,217,Termination.FIVEFOLD_REPETITION,0.18390911557161557
160/10000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.18207002441589942
162/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.178446830930023
163/10000:None,1/2-1/2,92,Termination.FIVEFOLD_REPETITION,0.17666236262072277
164/10000:None,1/2-1/2,99,Termination.FIVEFOLD_REPETITION,0.17489573899451555
165/10000:None,1/2-1/2,157,Termination.FIVEFOLD_REPETITION,0.1731467816045704
166/10000:None,1/2-1/2,135,Termination.FIVEFOLD_REPETITION,0.17141531378852468
167/10000:None,1/2-1/2,72,Termination.FIVEFOLD_REPETITION,0.16970116065063942
168/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.16800414904413302
169/10000:None,1/2-1/2,64,Termination.FIVEFOLD_REPETITION,0.1663241075536917
170/10000:None,1/2-1/2,68,Termination.FIVEFOLD_REPETITION,0.16466086647815478
172/10000:None,1/2-1/2,47,Termination.FIVEFOLD_REPETITION,0.1613841152352395
173/10000:None,1/2-1/2,23,Termination.FIVEFOLD_REPETITION,0.1597702740828871
174/10000:None,1/2-1/2,64,Termination.FIVEFOLD_REPETITION,0.15817257134205823
175/10000:None,1/2-1/2,181,Termination.FIVEFOLD_REPETITION,0.15659084562863765
176/10000:None,1/2-1/2,193,Termination.FIVEFOLD_REPETITION,0.15502493717235127
177/10000:None,1/2-1/2,102,Termination.FIVEFOLD_REPETITION,0.15347468780062776
178/10000:None,1/2-1/2,179,Termination.FIVEFOLD_REPETITION,0.15193994092262147
179/10000:None,1/2-1/2,97,Termination.FIVEFOLD_REPETITION,0.15042054151339526
180/10000:None,1/2-1/2,51,Termination.FIVEFOLD_REPETITION,0.1489163360982613
181/10000:None,1/2-1/2,71,Termination.FIVEFOLD_REPETITION,0.14742717273727868
183/10000:None,1/2-1/2,205,Termination.FIVEFOLD_REPETITION,0.14449337199980683
184/10000:white,1-0,170,Termination.CHECKMATE,0.14304843827980876
185/10000:None,1/2-1/2,52,Termination.FIVEFOLD_REPETITION,0.1416179538970106
186/10000:None,1/2-1/2,198,Termination.FIVEFOLD_REPETITION,0.140201774358040
187/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.1387997566144601
188/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.1374117590483155
189/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1360376414578324
190/10000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.1346772650432540
191/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.1333304923928215
192/10000:None,1/2-1/2,71,Termination.FIVEFOLD_REPETITION,0.1319971874688933
193/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.1306772155942044
194/10000:None,1/2-1/2,231,Termination.FIVEFOLD_REPETITION,0.129370443438262
195/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1280767390038797
196/10000:None,1/2-1/2,91,Termination.FIVEFOLD_REPETITION,0.1267959716138409
197/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.1255280118977025
198/10000:None,1/2-1/2,84,Termination.FIVEFOLD_REPETITION,0.1242727317787255
199/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1230300044609382
200/10000:None,1/2-1/2,216,Termination.FIVEFOLD_REPETITION,0.121799704416328
201/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1205817073721655
202/10000:black,0-1,149,Termination.CHECKMATE,0.1193758902984439
203/10000:None,1/2-1/2,177,Termination.FIVEFOLD_REPETITION,0.118182131395459
204/10000:None,1/2-1/2,134,Termination.FIVEFOLD_REPETITION,0.117000310081504
205/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1158303069806898
206/10000:None,1/2-1/2,50,Termination.FIVEFOLD_REPETITION,0.1146720039108829
207/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.1135252838717740
208/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1123900310330563
209/10000:None,1/2-1/2,60,Termination.FIVEFOLD_REPETITION,0.1112661307227257
210/10000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.1101534694154985
212/10000:None,1/2-1/2,191,Termination.FIVEFOLD_REPETITION,0.107961415374130
213/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.1068818012203888
214/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.1058129832081849
215/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.1047548533761030
216/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.1037073048423420
218/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.1016435294759794
219/10000:None,1/2-1/2,180,Termination.FIVEFOLD_REPETITION,0.100627094181219
220/10000:None,1/2-1/2,227,Termination.FIVEFOLD_REPETITION,0.099620823239407
221/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.0986246150070133
222/10000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.0976383688569432
223/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.0966619851683737
224/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0956953653166900
225/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0947384116635231
226/10000:None,1/2-1/2,59,Termination.FIVEFOLD_REPETITION,0.0937910275468879
227/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0928531172714190
228/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0919245860987048
229/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0910053402377177
231/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.0891943339669871
232/10000:None,1/2-1/2,60,Termination.FIVEFOLD_REPETITION,0.0883023906273173
233/10000:None,1/2-1/2,192,Termination.FIVEFOLD_REPETITION,0.087419366721044
234/10000:None,1/2-1/2,214,Termination.FIVEFOLD_REPETITION,0.086545173053833
235/10000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.0856797213232953
236/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0848229241100624
237/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.0839746948689617
238/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.0831349479202721
239/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.0823035984410694
240/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.0814805624566587
241/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0806657568320921
242/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.0798590992637712
244/10000:None,1/2-1/2,31,Termination.FIVEFOLD_REPETITION,0.0782699031884221
245/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.0774872041565379
246/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.0767123321149725
247/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.0759452087938228
248/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.0751857567058846
249/10000:None,1/2-1/2,49,Termination.FIVEFOLD_REPETITION,0.0744338991388257
250/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0736895601474374
251/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.0729526645459631
252/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0722231379005034
253/10000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.0715009065214984
254/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0707858974562834
256/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.0693772580969034
257/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.0686834855159343
258/10000:None,1/2-1/2,30,Termination.FIVEFOLD_REPETITION,0.0679966506607750
259/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0673166841541672
260/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0666435173126256
261/10000:None,1/2-1/2,58,Termination.FIVEFOLD_REPETITION,0.0659770821394993
262/10000:None,1/2-1/2,59,Termination.FIVEFOLD_REPETITION,0.0653173113181043
263/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0646641382049233
264/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0640174968228740
265/10000:None,1/2-1/2,22,Termination.FIVEFOLD_REPETITION,0.0633773218546453
267/10000:None,1/2-1/2,68,Termination.FIVEFOLD_REPETITION,0.0621161131497379
268/10000:None,1/2-1/2,29,Termination.FIVEFOLD_REPETITION,0.0614949520182405
269/10000:None,1/2-1/2,24,Termination.FIVEFOLD_REPETITION,0.0608800024980581
270/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0602712024730775
271/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.0596684904483467
272/10000:None,1/2-1/2,55,Termination.FIVEFOLD_REPETITION,0.0590718055438632
273/10000:None,1/2-1/2,92,Termination.FIVEFOLD_REPETITION,0.0584810874884246
274/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.0578962766135404
275/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.057317313847405
276/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0567441407089309
277/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0561766993018416
278/10000:None,1/2-1/2,66,Termination.FIVEFOLD_REPETITION,0.0556149323088232
279/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.0550587829857349
280/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.0545081951558776
281/10000:None,1/2-1/2,109,Termination.FIVEFOLD_REPETITION,0.053963113204318
282/10000:None,1/2-1/2,41,Termination.FIVEFOLD_REPETITION,0.0534234820722756
283/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.0528892472515529
284/10000:None,1/2-1/2,136,Termination.FIVEFOLD_REPETITION,0.0523603547790372
285/10000:None,1/2-1/2,58,Termination.FIVEFOLD_REPETITION,0.0518367512312470
286/10000:None,1/2-1/2,62,Termination.FIVEFOLD_REPETITION,0.0513183837189345
287/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.0508051998817452
288/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.0502971478829277
289/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.0497941764040984
290/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0492962346400574
291/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.0488032722936569
292/10000:None,1/2-1/2,62,Termination.FIVEFOLD_REPETITION,0.0483152395707203
293/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0478320871750131
294/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.0473537663032630
295/10000:None,1/2-1/2,49,Termination.FIVEFOLD_REPETITION,0.0468802286402303
296/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0464114263538280
297/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.0459473120902897
298/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.0454878389693868
299/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.0450329605796930
300/10000:None,1/2-1/2,54,Termination.FIVEFOLD_REPETITION,0.0445826309738960
301/10000:None,1/2-1/2,55,Termination.FIVEFOLD_REPETITION,0.0441368046641571
302/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.0436954366175155
303/10000:None,1/2-1/2,100,Termination.FIVEFOLD_REPETITION,0.043258482251340
304/10000:None,1/2-1/2,49,Termination.FIVEFOLD_REPETITION,0.0428258974288269
305/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.0423976384545387
306/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.0419736620699933
307/10000:None,1/2-1/2,60,Termination.FIVEFOLD_REPETITION,0.0415539254492934
308/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0411383861948004
309/10000:None,1/2-1/2,52,Termination.FIVEFOLD_REPETITION,0.0407270023328524
310/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.0403197323095239
311/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0399165349864287
312/10000:None,1/2-1/2,58,Termination.FIVEFOLD_REPETITION,0.0395173696365644
313/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.0391221959401987
314/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.0387309739807967
315/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0383436642409888
316/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.0379602275985789
317/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.0375806253225931
318/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.0372048190693672
319/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0368327708786735
320/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0364644431698868
321/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0360997987381879
322/10000:None,1/2-1/2,56,Termination.FIVEFOLD_REPETITION,0.0357388007508060
323/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0353814127432979
324/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.0350275986158650
325/10000:None,1/2-1/2,54,Termination.FIVEFOLD_REPETITION,0.0346773226297063
326/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0343305494034092
327/10000:None,1/2-1/2,97,Termination.FIVEFOLD_REPETITION,0.0339872439093751
328/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.0336473714702814
329/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0333108977555786
330/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0329777887780228
331/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0326480108902426
332/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.0323215307813401
333/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.0319983154735267
334/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.0316783323187915
335/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.0313615489956036
336/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.03104793350564756
337/10000:None,1/2-1/2,59,Termination.FIVEFOLD_REPETITION,0.03073745417059109
338/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.03043007962888518
339/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.03012577883259632
340/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.02982452104427036
341/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.02952627583382766
342/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.02923101307548938
343/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.02893870294473449
344/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.02864931591528714
345/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.02836282275613427
346/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.02807919452857293
347/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.0277984025832872
348/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.02752041855745432
349/10000:None,1/2-1/2,26,Termination.FIVEFOLD_REPETITION,0.02724521437187978
350/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.02697276222816098
351/10000:None,1/2-1/2,33,Termination.FIVEFOLD_REPETITION,0.02670303460587938
352/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.02643600425982058
353/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.02617164421722238
354/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02590992777505015
355/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02565082849729965
356/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02539432021232665
357/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.02514037701020339
358/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02488897324010135
359/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02464008350770034
360/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02439368267262334
361/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02414974584589710
362/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02390824838743813
363/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.02366916590356375
364/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.02343247424452811
365/10000:None,1/2-1/2,49,Termination.FIVEFOLD_REPETITION,0.02319814950208283
366/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02296616800706200
367/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.02273650632699138
368/10000:None,1/2-1/2,67,Termination.FIVEFOLD_REPETITION,0.02250914126372146
369/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.02228404985108425
370/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.02206120935257341
371/10000:None,1/2-1/2,46,Termination.FIVEFOLD_REPETITION,0.02184059725904767
372/10000:None,1/2-1/2,35,Termination.FIVEFOLD_REPETITION,0.02162219128645719
373/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.02140596937359262
374/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.0211919096798567
375/10000:None,1/2-1/2,28,Termination.FIVEFOLD_REPETITION,0.02097999058305813
376/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.02077019067722755
377/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02056248877045527
378/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.02035686388275072
379/10000:None,1/2-1/2,44,Termination.FIVEFOLD_REPETITION,0.02015329524392321
380/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.01995176229148398
381/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.01975224466856914
382/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.01955472222188345
383/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.01935917499966462
384/10000:None,1/2-1/2,54,Termination.FIVEFOLD_REPETITION,0.01916558324966797
385/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.01897392741717129
386/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.01878418814299957
387/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.01859634626156958
388/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.018410382798953885
389/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.018226278970964346
390/10000:None,1/2-1/2,39,Termination.FIVEFOLD_REPETITION,0.018044016181254702
391/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.017863576019442155
392/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.017684940259247734
393/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.017508090856655258
394/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.017333009948088705
395/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.017159679848607817
396/10000:None,1/2-1/2,48,Termination.FIVEFOLD_REPETITION,0.016988083050121738
397/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01681820221962052
398/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.016650020197424314
399/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01648351999545007
400/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.016318684795495572
401/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.016155497947540617
402/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.015993942968065212
403/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01583400353838456
404/10000:None,1/2-1/2,36,Termination.FIVEFOLD_REPETITION,0.015675663503000713
405/10000:None,1/2-1/2,76,Termination.FIVEFOLD_REPETITION,0.015518906867970706
406/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.015363717799290999
407/10000:None,1/2-1/2,38,Termination.FIVEFOLD_REPETITION,0.015210080621298088
408/10000:None,1/2-1/2,37,Termination.FIVEFOLD_REPETITION,0.015057979815085108
409/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014907400016934257
410/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014758326016764915
411/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014610742756597265
412/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014464635329031292
413/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014319988975740978
414/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014176789085983568
415/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.014035021195123731
416/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.013894670983172494
417/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.013755724273340769
418/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01361816703060736
419/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.013481985360301287
420/10000:None,1/2-1/2,42,Termination.FIVEFOLD_REPETITION,0.013347165506698275
421/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.013213693851631292
422/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.013081556913114979
423/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01295074134398383
424/10000:None,1/2-1/2,45,Termination.FIVEFOLD_REPETITION,0.01282123393054399
425/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.01269302159123855
426/10000:None,1/2-1/2,43,Termination.FIVEFOLD_REPETITION,0.012566091375326164
427/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.012440430461572902
428/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.012316026156957174
429/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.012192865895387602
430/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.012070937236433725
431/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011950227864069388
432/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011830725585428694
433/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011712418329574406
434/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011595294146278662
435/10000:None,1/2-1/2,40,Termination.FIVEFOLD_REPETITION,0.011479341204815875
436/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011364547792767715
437/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011250902314840038
438/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.011138393291691638
439/10000:None,1/2-1/2,34,Termination.FIVEFOLD_REPETITION,0.01102700935877472
440/10000:None,1/2-1/2,32,Termination.FIVEFOLD_REPETITION,0.010916739265186973
